sub_id,turf_id,coop,state,species,common_name_spanish,scientific_name,common_name_english,aphia_id
179_1,MX_C_179,S.C.P.P. PESCADORES DE POTRERILLOS,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
178_1,MX_C_178,S.C.P.P. PESCADORES DEL EJIDO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
95_1,MX_C_095,S.C.P.P. PESCADORES DEL JITO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
177_1,MX_C_177,S.C.P.P. PUNTA PODEROSA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
176_1,MX_C_176,S.C.P.P. PESCADORES DE VAZQUEZ MORENO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
175_1,MX_C_175,S.C.P.P. VICENTE LOMBARDO TOLEDANO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
174_1,MX_C_174,S.C.P.P. EJIDO CAJON OJO DE AGUA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
173_1,MX_C_173,S.C.P.P. FRATERNIDAD PESQUERA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
172_1,MX_C_172,S.C.P.P. MATADERO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
171_1,MX_C_171,S.C.P.P. PESCADORES DE LOS POZOS,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
170_1,MX_C_170,S.C.P.P. PESCADORES DE LA PEDREGOZA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
169_1,MX_C_169,S.C.P.P. GENERAL ALVARO OBREGON,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
168_1,MX_C_168,S.C.P.P. PESCADORES DE LA GUASIMA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
94_1,MX_C_094,S.C.P.P. PESCADORES DE LA BAHIA DE MACAPULE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
167_1,MX_C_167,S.C.P.P. EJIDO TEODORO BELTRAN,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
166_1,MX_C_166,S.C.P.P. TEODORO CERVANTES PEREZ,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
165_1,MX_C_165,S.C.P.P. BOCA DEL RIO CULIACAN,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
164_1,MX_C_164,S.C.P.P. ENSENADA DE LA PALMA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
163_1,MX_C_163,S.C.P.P. BARRA DE PALMITAS,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
158_1,MX_C_158,S.C.P.P. UNION DE PESCSADORES DEL PUERTO DE ALTATA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
155_1,MX_C_155,S.C.P.P. LA NUEVA SINALOENSE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
154_1,MX_C_154,S.C.P.P. EJERCITO DEL TRABAJO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
153_1,MX_C_153,S.C.P.P. FRENTE PESQUERO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
151_1,MX_C_151,S.C.P.P. EJIDO VILLA UNION,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
93_1,MX_C_093,S.C.P.P. UNION DE PESCADORES DEL RIO DE SINALOA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
150_1,MX_C_150,S.C.P.P. PESCADORES DE LA BAHIA DE NAVACHISTE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
147_1,MX_C_147,S.C.P.P. PACIOTECOLA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
145_1,MX_C_145,S.C.P.P. BORDO COLORADO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
144_1,MX_C_144,S.C.P.P. DREN CINCO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
143_1,MX_C_143,S.C.P.P. FUERA DE BORDA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
142_1,MX_C_142,S.C.P.P. TRANGAL,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
140_1,MX_C_140,S.C.P.P. IGNACIO SARMIENTO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
139_1,MX_C_139,S.C.P.P. ISLA DEL BURRO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
136_1,MX_C_136,S.C.P.P. PUNTA DEL GUAYINCARI,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
135_1,MX_C_135,S.C.P.P. MELECIO TORRES,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
92_1,MX_C_092,S.C.P.P. EL HUITUSSI,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
134_1,MX_C_134,S.C.P.P. ESTRELLA DEL NORTE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
130_1,MX_C_130,S.C.P.P. LA BALLENA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
129_1,MX_C_129,S.C.P.P. BAHIA DE JITZAMURI,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
128_3,MX_C_128,S.C.P.P. GENERAL LEYVA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
127_1,MX_C_127,S.C.P.P. RIO FUERTE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
125_1,MX_C_125,S.C.P.P. ISLOTE DEL MERO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
124_1,MX_C_124,S.C.P.P. EL CHUNARITO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
123_1,MX_C_123,S.C.P.P. ARTURO MONTOYA VELAZQUEZ,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
122_1,MX_C_122,S.C.P.P. PUNTA DE ZUQUITITA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
121_1,MX_C_121,S.C.P.P. PESCADORES DE ANGOSTURA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
91_1,MX_C_091,S.C.P.P. PESCADORES UNIDOS DEL CARACOL,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
120_1,MX_C_120,S.C.P.P. ENSENADA LAS AGUACAPAS,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
119_1,MX_C_119,S.C.P.P. ENSENADA VACAPORA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
118_1,MX_C_118,S.C.P.P. PUNTA DE ACAPULTITA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
117_1,MX_C_117,S.C.P.P. NICOLAS ESCARREGA INZUNZA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
116_1,MX_C_116,S.C.P.P. COSTA AZUL,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
115_1,MX_C_115,S.C.P.P. ABELARDO RUBIO CASTRO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
114_1,MX_C_114,S.C.P.P. EUGENIO SANCHEZ CUADRAS,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
113_1,MX_C_113,S.C.P.P. PUNTA DE GUARADON,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
112_1,MX_C_112,S.C.P.P. RIO EVORA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
110_1,MX_C_110,S.C.P.P. RAFAEL ATONDO GARCIA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
90_1,MX_C_090,S.C.P.P. JOSE MARIA PEREA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
109_1,MX_C_109,S.C.P.P. JOSE ROSARIO VALENZUELA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
108_1,MX_C_108,S.C.P.P. BOCA DEL RIO GUASAVE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
107_1,MX_C_107,S.C.P.P. BAHIA DE VINORAMA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
106_1,MX_C_106,S.C.P.P. ISIDRO CHICUATE LEAL,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
105_1,MX_C_105,S.C.P.P. LA INFALIBLE,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
104_1,MX_C_104,S.C.P.P. LA HUITUBIARIA,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
103_1,MX_C_103,S.C.P.P. FRANCISCO RODRIGUEZ LEAL,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
102_1,MX_C_102,S.C.P.P. LUCIO RAMIREZ MACHADO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
100_1,MX_C_100,S.C.P.P. INICIACION 11 DE JULIO,SIN,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
192_1,MX_C_192,S.C.P.P. BAHIA DE LA ACEITUNA,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
126_1,MX_C_126,S.C.P.P. PROGRESO DE BACOREGUIS,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
191_1,MX_C_191,S.C.P.P. PUNTA COLORADA,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
190_1,MX_C_190,S.C.P.P. PESCADORES DE AGIABAMPO,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
149_1,MX_C_149,S.C.P.P. BAHIA DE LA ACEITUNA,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
148_1,MX_C_148,S.C.P.P. INDIGENAS UNIDOS DE BACOREHUIS,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
146_1,MX_C_146,S.C.P.P. ENSENADA DEL COROBOCHA,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
138_1,MX_C_138,S.C.P.P. PESCADORES AUTENTICOS DEL JITZAMURI,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
137_1,MX_C_137,S.C.P.P. SYLVIA RAMIREZ,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
132_1,MX_C_132,S.C.P.P. BAHIA DE SIALIBOCA,SON,CAMARON DE ESTERO (Penaeus spp.),CAMARON DE ESTERO,Penaeus spp.,Shrimp,106822
211_1,MX_C_211,S.C.P.P. PESCADORES DE CABO ROJO,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
211_1,MX_C_211,S.C.P.P. PESCADORES DE CABO ROJO,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
199_1,MX_C_199,S.C.P.P. TAMIAHUA,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
199_1,MX_C_199,S.C.P.P. TAMIAHUA,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
199_1,MX_C_199,S.C.P.P. TAMIAHUA,VER,JAIBA (Callinectes spp),JAIBA,Callinectes spp.,Swimming Crab,106921
199_1,MX_C_199,S.C.P.P. TAMIAHUA,VER,CANGREJO AZUL (Cardisoma guanhumi),CANGREJO AZUL,Cardisoma guanhumi,Blue Land Crab,422183
199_1,MX_C_199,S.C.P.P. TAMIAHUA,VER,ESCAMA GENERAL,ESCAMA GENERAL,NA,NA,NA
198_1,MX_C_198,S.C.P.P. OSTIONEROS DE SALADERO,VER,OSTION,OSTION,Crassostrea,Oyster,138297
196_1,MX_C_196,S.C.P.P. LA HUASTECA VERACRUZANA,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
196_1,MX_C_196,S.C.P.P. LA HUASTECA VERACRUZANA,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
196_1,MX_C_196,S.C.P.P. LA HUASTECA VERACRUZANA,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
195_1,MX_C_195,S.C.P.P. OSTIONEROS DEL SUR,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
193_1,MX_C_193,S.C.P.P. PESCADORES DE TAMPICO,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
193_1,MX_C_193,S.C.P.P. PESCADORES DE TAMPICO,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
203_1,MX_C_203,S.C.P.P. PESCADORES DE POTRERO MATA CHAVEZ,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
203_1,MX_C_203,S.C.P.P. PESCADORES DE POTRERO MATA CHAVEZ,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
203_1,MX_C_203,S.C.P.P. PESCADORES DE POTRERO MATA CHAVEZ,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
210_1,MX_C_210,S.C.P.P. MARIA ANTONIETA,VER,ACAMAYA (Macrobrachium spp.),ACAMAYA,Macrobrachium spp.,Freshwater Shrimp,156892
210_1,MX_C_210,S.C.P.P. MARIA ANTONIETA,VER,LANGOSTINO (Macrobrachium carcinus),LANGOSTINO,Macrobrachium carcinus,Bigclaw River Shrimp,246169
210_1,MX_C_210,S.C.P.P. MARIA ANTONIETA,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
210_1,MX_C_210,S.C.P.P. MARIA ANTONIETA,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
209_1,MX_C_209,S.C.P.P. TAMPICO ALTO,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
209_1,MX_C_209,S.C.P.P. TAMPICO ALTO,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
209_1,MX_C_209,S.C.P.P. TAMPICO ALTO,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
208_1,MX_C_208,S.C.P.P. LAGUNA DE CHILA,VER,ACAMAYA (Macrobrachium spp.),ACAMAYA,Macrobrachium spp.,Freshwater Shrimp,156892
208_1,MX_C_208,S.C.P.P. LAGUNA DE CHILA,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
208_1,MX_C_208,S.C.P.P. LAGUNA DE CHILA,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
206_1,MX_C_206,S.C.P.P. UNICA REGIONAL DE PESCADORES DE VILLA CUAHUTEMOC,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
206_1,MX_C_206,S.C.P.P. UNICA REGIONAL DE PESCADORES DE VILLA CUAHUTEMOC,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
205_1,MX_C_205,S.C.P.P. 21 DE MARZO,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
204_1,MX_C_204,S.C.P.P. 21 DE MARZO,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
204_1,MX_C_204,S.C.P.P. 21 DE MARZO,VER,ESCAMA ESTUARINA,ESCAMA ESTUARINA,NA,NA,NA
201_1,MX_C_201,S.C.P.P. PESCADORES UNIDOS DE LA REFORMA,VER,OSTION AMERICANO (Crassostrea virginica),OSTION AMERICANO,Crassostrea virginica,Eastern Osyter,140657
201_1,MX_C_201,S.C.P.P. PESCADORES UNIDOS DE LA REFORMA,VER,CAMARON (Penaeus spp.),CAMARON,Penaeus spp.,Shrimp,106822
201_1,MX_C_201,S.C.P.P. PESCADORES UNIDOS DE LA REFORMA,VER,JAIBA (Callinectes spp),JAIBA,Callinectes spp.,Swimming Crab,106921
201_1,MX_C_201,S.C.P.P. PESCADORES UNIDOS DE LA REFORMA,VER,CANGREJO AZUL (Cardisoma guanhumi),CANGREJO AZUL,Cardisoma guanhumi,Blue Land Crab,422183
201_1,MX_C_201,S.C.P.P. PESCADORES UNIDOS DE LA REFORMA,VER,ESCAMA GENERAL,ESCAMA GENERAL,NA,NA,NA
217_1,MX_C_217,S.C.P.P. PESCADORES UNIDOS DE SAN FELIPE,Y,LANGOSTA DEL CARIBE (Panulirus argus),LANGOSTA DEL CARIBE,Panulirus argus,Caribbean Spiny Lobster,382891
216_1,MX_C_216,S.C.P.P. EL CUYO,Y,LANGOSTA DEL CARIBE (Panulirus argus),LANGOSTA DEL CARIBE,Panulirus argus,Caribbean Spiny Lobster,382891
215_1,MX_C_215,S.C.P.P. MANUEL CEPEDA PERAZA,Y,LANGOSTA DEL CARIBE (Panulirus argus),LANGOSTA DEL CARIBE,Panulirus argus,Caribbean Spiny Lobster,382891
214_1,MX_C_214,S.C.P.P. PESCADORES DE RIO LAGARTOS,Y,LANGOSTA DEL CARIBE (Panulirus argus),LANGOSTA DEL CARIBE,Panulirus argus,Caribbean Spiny Lobster,382891
213_1,MX_C_213,S.C.P.P. PESCADORES DE DZILAM DE BRAVO,Y,LANGOSTA DEL CARIBE (Panulirus argus),LANGOSTA DEL CARIBE,Panulirus argus,Caribbean Spiny Lobster,382891
208_1,MX_C_208,S.C.P.P. LAGUNA DE CHILA,VER,JAIBA (Callinectes spp),JAIBA,Callinectes rathbunae,Sharptooth Swimming Crab,422039
208_1,MX_C_208,S.C.P.P. LAGUNA DE CHILA,VER,JAIBA (Callinectes spp),JAIBA,Callinectes sapidus,Blue Crab,107379
210_1,MX_C_210,S.C.P.P. MARIA ANTONIETA,VER,JAIBA (Callinectes spp),JAIBA,Callinectes rathbunae,Sharptooth Swimming Crab,422039
210_1,MX_C_210,S.C.P.P. MARIA ANTONIETA,VER,JAIBA (Callinectes spp),JAIBA,Callinectes sapidus,Blue Crab,107379
